NOMAD1,RAJ2000,DEJ2000,YM,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
1252-0388321,299.6619694,35.2119361,YM,B,0.0,0.0,0.0,0.0,19.780,B,16.360,Y,17.580,B,15.996,15.106,14.826,
1252-0388330,299.6636083,35.2182306,YM,B,-36.0,8.0,-18.0,4.0,18.020,Y,17.510,Y,16.280,e,14.063,13.474,13.205,
1252-0388385,299.6708028,35.2187361,YM,B,0.0,0.0,0.0,0.0,19.330,B,17.920,Y,17.460,B,16.053,15.285,15.288,
1252-0388402,299.6732667,35.2008639,YM,B,6.0,0.0,-4.0,3.0,16.520,Y,16.410,Y,15.360,B,14.599,14.146,13.864,
1252-0388412,299.6751222,35.2022722,YM,Y,3.0,9.0,-23.4,9.0,,,17.130,Y,,,15.009,14.486,14.210,
1252-0388415,299.6752750,35.2106194,YM,B,0.0,0.0,0.0,0.0,18.070,B,16.470,Y,15.550,B,12.374,11.409,11.102,
1252-0388419,299.6765256,35.2033789,YM,C,-15.1,5.5,1.2,5.4,14.610,Y,14.280,Y,14.040,B,13.160,12.776,12.699,
1252-0388420,299.6765528,35.2088250,YM,B,0.0,0.0,0.0,0.0,16.850,Y,16.590,Y,16.070,B,14.492,14.051,13.819,
1252-0388451,299.6809472,35.2034806,YM,B,2.0,3.0,-10.0,2.0,18.180,B,17.580,Y,16.570,B,15.002,14.583,14.298,
1252-0388413,299.6752111,35.2317056,YM,B,0.0,0.0,0.0,0.0,18.320,Y,16.690,Y,15.450,B,12.698,11.756,11.454,
1252-0388423,299.6767806,35.2292694,YM,B,0.0,0.0,0.0,0.0,17.020,Y,16.340,Y,16.280,B,14.611,14.009,13.778,
1252-0388428,299.6778111,35.2191833,YM,B,0.0,0.0,0.0,0.0,19.230,B,17.890,Y,16.730,B,14.451,13.689,13.507,
1252-0388431,299.6781972,35.2136500,YM,B,0.0,0.0,0.0,0.0,18.580,B,17.940,Y,16.170,B,13.730,12.890,12.532,
1252-0388453,299.6810694,35.2182028,YM,B,0.0,0.0,0.0,0.0,16.350,Y,15.570,Y,14.730,B,12.743,11.989,11.714,
1252-0388460,299.6816278,35.2345861,YM,B,0.0,0.0,0.0,0.0,17.410,B,16.920,Y,15.200,B,13.378,12.513,12.269,
1252-0388462,299.6823639,35.2080194,YM,B,0.0,0.0,0.0,0.0,17.980,Y,17.580,Y,16.750,B,15.432,14.782,14.696,
1252-0388465,299.6824167,35.2351194,YM,B,0.0,0.0,0.0,0.0,17.450,Y,17.260,Y,16.410,e,15.926,15.352,14.888,
1252-0388485,299.6869222,35.2357833,YM,B,0.0,0.0,0.0,0.0,19.150,B,17.660,Y,16.530,B,13.788,12.881,12.599,
1252-0388491,299.6884342,35.2090919,YM,C,-7.8,6.6,-8.1,5.4,17.470,Y,16.300,Y,15.240,B,12.603,11.753,11.493,
1252-0388494,299.6891053,35.2230497,YM,C,9.3,5.5,-11.7,5.4,17.830,Y,16.550,Y,15.190,B,12.326,11.325,11.013,
1252-0388495,299.6892167,35.2406667,YM,B,0.0,0.0,0.0,0.0,17.650,Y,16.980,Y,16.050,B,15.102,14.500,14.305,
1252-0388507,299.6909472,35.2154583,YM,B,0.0,0.0,0.0,0.0,19.610,o,17.970,Y,17.980,B,16.045,15.458,15.352,
1252-0388510,299.6913111,35.2299000,YM,B,0.0,0.0,0.0,0.0,18.590,B,17.000,Y,15.900,B,12.596,11.574,11.250,
1252-0388519,299.6921167,35.2183306,YM,B,0.0,0.0,0.0,0.0,18.790,B,17.970,Y,16.560,B,15.647,15.192,14.414,
1252-0388537,299.6946889,35.2194250,YM,B,0.0,0.0,0.0,0.0,17.000,Y,16.350,Y,16.080,B,14.614,14.115,14.064,
1252-0388555,299.6970278,35.2210167,YM,B,0.0,0.0,0.0,0.0,17.960,Y,17.610,Y,16.800,B,15.176,14.795,14.522,
1252-0388132,299.6301028,35.2206000,YM,Y,-4.4,9.0,-17.1,9.0,,,17.660,Y,,,14.243,13.563,13.384,
1252-0388133,299.6302425,35.2220919,YM,C,11.4,5.4,-2.1,5.4,15.300,Y,14.680,Y,13.900,B,12.617,12.037,11.906,
1252-0388139,299.6318781,35.2394842,YM,C,-6.0,6.3,-6.7,5.7,16.000,Y,15.520,Y,15.470,B,13.894,13.538,13.385,
1252-0388149,299.6333014,35.2163536,YM,C,1.1,5.8,-4.7,5.5,16.460,Y,15.870,Y,15.230,B,13.489,12.970,12.758,
1252-0388151,299.6335750,35.2366444,YM,B,0.0,0.0,0.0,0.0,16.860,Y,16.460,Y,16.130,B,14.721,14.090,14.108,
1252-0388174,299.6378711,35.2450308,YM,C,0.2,6.2,-1.3,5.4,15.580,Y,15.330,Y,15.470,B,13.985,13.534,13.507,
1252-0388176,299.6380014,35.2212228,YM,C,-13.1,5.6,8.4,5.4,17.880,Y,16.190,Y,15.490,B,12.310,11.339,11.045,
1252-0388179,299.6385083,35.2276750,YM,B,0.0,0.0,0.0,0.0,16.190,Y,15.830,Y,15.980,B,14.407,14.085,13.964,
1252-0388181,299.6389172,35.2130678,YM,C,0.9,5.4,-13.9,6.2,17.570,Y,16.160,Y,15.530,B,12.614,11.732,11.459,
1252-0388188,299.6396472,35.2343444,YM,Y,17.9,9.0,-61.3,9.0,,,17.590,Y,,,15.849,15.230,15.502,
1252-0388195,299.6406028,35.2364250,YM,B,0.0,0.0,0.0,0.0,19.720,B,17.880,Y,17.030,B,14.106,13.199,12.893,
1252-0388198,299.6412667,35.2446639,YM,B,0.0,0.0,0.0,0.0,17.150,Y,16.950,Y,16.320,B,14.747,14.269,14.057,
1252-0388202,299.6419167,35.2171250,YM,B,0.0,0.0,0.0,0.0,18.750,B,17.400,Y,16.390,B,14.144,13.352,13.048,
1252-0388204,299.6421222,35.2391306,YM,B,0.0,0.0,0.0,0.0,18.940,o,17.970,Y,,,14.659,13.967,13.679,
1252-0388212,299.6432972,35.2342583,YM,B,0.0,0.0,0.0,0.0,18.740,B,17.190,Y,16.300,B,13.103,12.198,11.885,
1252-0388240,299.6491472,35.2265417,YM,B,0.0,0.0,0.0,0.0,18.100,Y,16.890,Y,16.100,B,13.301,12.503,12.217,
1252-0388277,299.6551472,35.2247917,YM,B,-6.0,3.0,-48.0,7.0,18.070,Y,17.530,Y,16.280,B,15.314,14.917,14.648,
1252-0388247,299.6501417,35.2577861,YM,B,0.0,0.0,0.0,0.0,17.170,Y,16.510,Y,15.920,B,13.660,13.134,12.928,
1252-0388250,299.6502667,35.2472444,YM,B,0.0,0.0,0.0,0.0,18.080,Y,17.660,Y,16.410,B,15.304,14.750,14.637,
1252-0388262,299.6522000,35.2505167,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.580,Y,16.780,B,15.128,14.580,14.454,
1252-0388291,299.6572944,35.2446611,YM,B,0.0,0.0,0.0,0.0,17.840,B,16.890,Y,16.180,B,15.162,14.625,14.496,
1252-0388304,299.6597464,35.2365261,YM,C,8.3,5.4,-7.8,5.4,16.620,B,15.530,Y,14.510,B,10.865,9.811,9.464,
1252-0388319,299.6618056,35.2670389,YM,B,-10.0,4.0,-16.0,4.0,17.840,Y,16.590,Y,18.220,e,16.271,15.701,15.087,
1252-0388322,299.6619958,35.2396614,YM,C,1.3,0.7,11.8,0.9,11.795,T,11.567,T,11.430,B,10.422,10.136,10.102,
1252-0388335,299.6640167,35.2719500,YM,B,0.0,0.0,0.0,0.0,18.110,B,16.700,Y,15.220,B,13.621,12.634,11.769,
1252-0388336,299.6642008,35.2573719,YM,C,-26.7,5.4,-16.3,5.5,14.710,Y,14.070,Y,14.270,B,12.818,12.505,12.351,
1252-0388354,299.6656889,35.2309361,YM,B,-4.0,0.0,-2.0,8.0,17.800,Y,17.390,Y,16.920,B,15.435,15.272,14.996,
1252-0388363,299.6676250,35.2561667,YM,B,0.0,0.0,0.0,0.0,18.570,B,17.690,Y,16.190,B,13.660,12.742,12.442,
1252-0388364,299.6678000,35.2626389,YM,B,0.0,0.0,0.0,0.0,18.370,B,17.750,Y,15.820,B,13.865,13.002,12.682,
1252-0388450,299.6809000,35.2499111,YM,B,2.0,10.0,10.0,3.0,17.950,Y,17.320,Y,16.890,B,15.089,14.477,14.371,
1252-0388509,299.6911250,35.2504556,YM,B,0.0,0.0,0.0,0.0,17.440,Y,17.530,Y,15.490,B,14.683,13.916,13.711,
1252-0388524,299.6927722,35.2515083,YM,B,-40.0,12.0,4.0,5.0,18.020,Y,17.710,Y,16.010,B,14.926,14.282,14.102,
1252-0388542,299.6952633,35.2580000,YM,C,-3.8,8.3,-12.4,7.7,16.320,Y,16.220,Y,15.690,B,13.899,13.598,13.344,
1252-0388566,299.6992417,35.2518278,YM,B,0.0,0.0,0.0,0.0,19.040,B,17.720,Y,16.730,B,14.141,13.285,12.971,
1252-0388576,299.7021306,35.2386444,YM,B,0.0,0.0,0.0,0.0,18.740,B,17.830,Y,15.300,B,13.949,12.992,12.672,
1252-0388585,299.7030083,35.2382861,YM,B,0.0,0.0,0.0,0.0,16.790,Y,16.210,Y,15.380,B,13.739,13.295,13.070,
1252-0388608,299.7070639,35.2441861,YM,B,-8.0,6.0,70.0,4.0,18.820,B,17.670,Y,16.690,B,14.679,13.884,13.692,
1252-0388620,299.7088267,35.2555808,YM,C,4.5,3.7,-8.0,4.1,13.160,Y,13.020,Y,13.060,B,11.735,11.555,11.448,
1252-0388624,299.7094167,35.2327806,YM,B,0.0,0.0,0.0,0.0,19.740,B,16.910,Y,17.580,B,16.138,15.651,15.339,
1252-0388633,299.7106778,35.2680722,YM,Y,-14.7,9.0,17.9,9.0,,,16.210,Y,,,15.246,14.641,14.637,
1252-0388635,299.7108694,35.2572472,YM,B,0.0,0.0,0.0,0.0,17.580,B,17.650,Y,16.680,B,15.233,14.701,14.579,
1252-0388638,299.7112056,35.2671583,YM,B,0.0,0.0,0.0,0.0,15.140,Y,15.110,Y,14.460,B,13.586,13.285,13.096,
1252-0388658,299.7147667,35.2439250,YM,B,0.0,0.0,0.0,0.0,16.790,Y,16.070,Y,15.840,B,14.566,14.111,13.954,
1252-0388665,299.7165278,35.2383194,YM,B,0.0,3.0,-30.0,4.0,18.160,Y,17.970,Y,17.220,e,15.548,14.955,14.695,
1252-0388671,299.7176778,35.2589861,YM,B,-14.0,17.0,-14.0,2.0,18.880,B,17.970,Y,16.540,B,15.903,15.432,14.910,
1252-0388672,299.7177611,35.2451194,YM,B,0.0,0.0,0.0,0.0,19.650,B,17.140,Y,18.110,B,16.208,15.492,15.128,
1252-0388683,299.7197639,35.2520972,YM,B,0.0,0.0,0.0,0.0,17.030,Y,16.540,Y,16.150,B,14.217,13.750,13.554,
1252-0388696,299.7218389,35.2444833,YM,B,0.0,0.0,0.0,0.0,18.900,B,17.810,Y,16.820,B,14.664,13.855,13.612,
1252-0388703,299.7241111,35.2510306,YM,B,20.0,0.0,-10.0,3.0,18.750,B,17.850,Y,16.220,B,14.003,13.085,12.736,
1252-0388717,299.7260000,35.2509722,YM,B,0.0,0.0,0.0,0.0,18.600,B,17.660,Y,16.000,B,14.037,13.227,12.865,
1252-0388653,299.7141222,35.2802083,YM,B,0.0,0.0,0.0,0.0,18.400,B,17.850,Y,16.360,B,14.894,14.362,13.948,
1252-0388706,299.7243794,35.2673025,YM,C,-5.3,5.4,-2.5,5.5,16.720,Y,15.360,Y,14.570,B,11.415,10.475,10.168,
1252-0388713,299.7255306,35.2795528,YM,B,-4.0,3.0,-6.0,1.0,17.190,Y,16.760,Y,16.260,B,14.349,13.914,13.740,
1252-0388722,299.7274222,35.2603194,YM,B,0.0,0.0,0.0,0.0,19.460,B,17.560,Y,16.980,B,14.973,14.214,13.954,
1252-0388725,299.7281528,35.2618083,YM,B,0.0,0.0,0.0,0.0,18.270,B,17.350,Y,16.460,B,14.942,14.324,14.023,
1252-0388740,299.7306056,35.2630417,YM,B,0.0,0.0,0.0,0.0,18.780,B,17.670,Y,16.580,B,13.801,12.951,12.657,
1252-0388743,299.7309722,35.2652083,YM,B,0.0,5.0,8.0,1.0,17.980,Y,17.090,Y,16.450,B,15.150,14.566,14.407,
1252-0388748,299.7316917,35.2550889,YM,B,0.0,0.0,0.0,0.0,17.930,Y,16.300,Y,15.060,B,11.487,10.316,9.903,
1252-0388756,299.7326306,35.2790833,YM,B,0.0,0.0,0.0,0.0,19.590,B,16.510,Y,17.220,B,15.378,14.650,14.368,
1252-0388765,299.7341500,35.2834778,YM,B,0.0,0.0,0.0,0.0,17.420,Y,16.860,Y,15.650,e,14.580,14.039,13.816,
1252-0388772,299.7362917,35.2601778,YM,B,-16.0,3.0,12.0,7.0,15.840,Y,16.780,Y,17.000,B,16.324,15.050,14.954,
1252-0388773,299.7363319,35.2585819,YM,C,-8.9,5.8,-8.1,5.9,16.540,B,15.440,Y,15.120,B,13.912,13.464,13.328,
1252-0388780,299.7373822,35.2776561,YM,C,12.8,5.7,-4.6,5.4,15.960,B,15.000,Y,14.130,B,13.208,12.591,12.447,
1252-0388788,299.7389389,35.2781861,YM,B,0.0,0.0,0.0,0.0,15.160,Y,17.590,Y,,,14.942,14.269,14.170,
1252-0388797,299.7409056,35.2697472,YM,B,0.0,0.0,0.0,0.0,19.130,B,17.970,Y,17.530,B,16.158,15.602,15.484,
1252-0388820,299.7443611,35.2663667,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.620,Y,16.620,B,15.253,14.683,14.342,
1252-0388373,299.6693861,35.2754139,YM,B,0.0,0.0,0.0,0.0,18.680,B,17.100,Y,17.190,B,15.692,15.208,14.926,
1252-0388405,299.6745139,35.2809556,YM,B,0.0,0.0,0.0,0.0,17.990,Y,17.550,Y,16.910,B,15.480,15.080,14.695,
1252-0388407,299.6746361,35.2740528,YM,B,8.0,2.0,-12.0,7.0,17.910,Y,16.970,Y,16.040,B,14.663,14.178,13.903,
1252-0388418,299.6758131,35.2858944,YM,C,1.4,5.4,-7.7,6.2,15.880,Y,15.700,Y,15.750,B,14.099,13.736,13.539,
1252-0388422,299.6766417,35.2740056,YM,B,0.0,0.0,0.0,0.0,19.010,B,17.970,Y,16.550,B,15.593,14.849,14.682,
1252-0388424,299.6770389,35.2628444,YM,B,0.0,0.0,0.0,0.0,17.270,Y,16.410,Y,16.200,B,14.073,13.631,13.394,
1252-0388435,299.6785583,35.2574861,YM,B,0.0,0.0,0.0,0.0,16.460,Y,15.860,Y,14.530,B,12.355,11.662,11.403,
1252-0388436,299.6790444,35.2877861,YM,B,0.0,6.0,-6.0,1.0,18.950,B,17.720,Y,17.390,B,15.851,15.253,15.644,
1252-0388441,299.6798783,35.2823067,YM,C,-2.3,5.6,-7.9,5.5,17.680,Y,16.150,Y,15.600,B,12.083,11.143,10.842,
1252-0388443,299.6800667,35.2573833,YM,B,0.0,0.0,0.0,0.0,17.970,B,17.300,Y,,,13.560,12.718,12.438,
1252-0388454,299.6811194,35.2801139,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.530,Y,16.550,B,14.820,14.066,13.835,
1252-0388457,299.6812778,35.2555861,YM,B,0.0,0.0,0.0,0.0,18.750,B,17.700,Y,16.980,B,15.651,14.949,14.798,
1252-0388464,299.6824028,35.2585917,YM,B,6.0,0.0,-4.0,16.0,19.370,B,17.910,Y,17.210,e,16.382,15.555,15.147,
1252-0388468,299.6829778,35.2626722,YM,B,0.0,0.0,0.0,0.0,19.400,B,17.970,Y,16.710,B,13.759,12.734,12.422,
1252-0388478,299.6855142,35.2651044,YM,C,-1.4,5.4,-11.4,5.4,17.360,Y,16.140,Y,15.660,B,12.972,12.238,11.950,
1252-0388484,299.6868000,35.2921083,YM,B,0.0,0.0,0.0,0.0,19.140,B,17.730,Y,16.730,B,13.573,12.615,12.305,
1252-0388554,299.6968556,35.2689667,YM,B,4.0,1.0,6.0,3.0,16.660,Y,16.600,Y,16.220,B,14.775,14.310,14.082,
1252-0388501,299.6900917,35.2945111,YM,B,0.0,0.0,0.0,0.0,18.000,Y,17.140,Y,16.840,B,15.419,15.077,14.801,
1252-0388513,299.6914889,35.2972694,YM,B,0.0,0.0,0.0,0.0,19.180,B,17.720,Y,17.190,B,15.471,14.884,14.711,
1252-0388546,299.6957139,35.2922306,YM,B,0.0,0.0,0.0,0.0,18.960,B,17.270,Y,17.130,B,15.307,14.736,14.400,
1252-0388578,299.7022139,35.2967861,YM,Y,-31.8,9.0,9.0,9.0,,,17.610,Y,,,14.666,13.771,13.497,
1252-0388598,299.7054972,35.2885917,YM,B,-4.0,3.0,-14.0,3.0,18.680,B,17.730,Y,16.960,B,15.127,14.481,14.480,
1252-0388606,299.7068556,35.2879722,YM,B,0.0,0.0,0.0,0.0,19.420,B,16.890,Y,17.800,B,16.030,15.551,15.028,
1252-0388612,299.7076750,35.2993000,YM,B,0.0,0.0,0.0,0.0,18.010,Y,16.680,Y,16.390,B,13.749,12.891,12.663,
1252-0388621,299.7090667,35.2758056,YM,Y,51.3,9.0,-59.5,9.0,,,17.080,Y,,,16.608,15.569,16.539,
1252-0388626,299.7094639,35.2857889,YM,B,0.0,0.0,0.0,0.0,17.490,Y,16.850,Y,16.130,B,13.532,12.836,12.599,
1252-0388634,299.7106833,35.2918806,YM,B,0.0,0.0,0.0,0.0,18.200,B,17.460,Y,15.640,B,12.601,11.512,11.101,
1252-0388666,299.7165361,35.2890167,YM,B,-338.0,17.0,116.0,6.0,19.470,o,16.760,Y,17.460,B,16.714,15.837,16.801,
1252-0388669,299.7173944,35.2984139,YM,B,0.0,0.0,0.0,0.0,,,17.840,Y,18.280,B,16.390,15.782,15.839,
1252-0388673,299.7180111,35.2934139,YM,B,0.0,0.0,0.0,0.0,18.100,Y,16.900,Y,17.030,B,14.179,13.374,12.997,
1252-0388687,299.7204083,35.2966167,YM,B,0.0,0.0,0.0,0.0,19.100,B,17.950,Y,17.060,B,15.657,15.035,14.880,
1253-0394086,299.6992639,35.3017472,YM,B,0.0,0.0,0.0,0.0,19.750,B,17.970,Y,16.770,B,13.737,12.641,12.243,
1253-0394116,299.7029611,35.3133028,YM,B,0.0,0.0,0.0,0.0,18.100,Y,17.750,Y,16.650,B,14.691,14.128,13.858,
1253-0394139,299.7063667,35.3156278,YM,B,0.0,0.0,0.0,0.0,18.530,B,17.060,Y,16.680,B,14.563,14.041,13.752,
1253-0394143,299.7067333,35.3179583,YM,B,0.0,0.0,0.0,0.0,17.450,Y,15.810,Y,16.910,B,14.006,13.137,12.749,
1253-0394152,299.7085778,35.3040444,YM,B,0.0,0.0,0.0,0.0,17.730,Y,16.630,Y,16.000,B,13.089,12.324,12.018,
1253-0394175,299.7124944,35.3013472,YM,B,0.0,0.0,0.0,0.0,17.670,Y,17.450,Y,16.210,B,14.942,14.413,14.134,
1253-0394177,299.7126056,35.3026028,YM,B,0.0,0.0,0.0,0.0,18.150,B,17.970,Y,16.420,B,15.766,14.872,14.903,
1253-0394248,299.7231000,35.3016833,YM,B,0.0,0.0,0.0,0.0,18.900,B,17.780,Y,16.990,B,15.378,15.430,15.196,
1253-0394214,299.7185056,35.3079167,YM,B,0.0,0.0,0.0,0.0,19.300,B,17.760,Y,17.060,B,15.673,15.067,14.810,
1252-0387996,299.6036503,35.2449531,YM,C,-8.5,5.4,-1.3,5.5,15.770,Y,15.420,Y,15.040,B,13.745,13.355,13.271,
1252-0388007,299.6055667,35.2583083,YM,B,0.0,0.0,0.0,0.0,16.870,Y,16.300,Y,15.770,B,13.083,12.259,11.925,
1252-0388052,299.6138694,35.2639667,YM,B,0.0,0.0,0.0,0.0,16.350,Y,16.020,Y,15.550,B,13.833,13.343,13.224,
1252-0388054,299.6145083,35.2495556,YM,B,0.0,0.0,0.0,0.0,17.980,Y,17.020,Y,,,14.141,13.528,13.380,
1252-0388063,299.6150583,35.2566944,YM,B,12.0,4.0,0.0,2.0,18.050,Y,17.420,Y,16.710,B,15.425,14.766,14.662,
1252-0388097,299.6216664,35.2419283,YM,C,9.3,5.5,-4.8,5.9,16.140,Y,15.690,Y,15.000,B,14.039,13.355,13.271,
1252-0388101,299.6224889,35.2373639,YM,B,0.0,0.0,0.0,0.0,19.060,B,17.970,Y,17.090,B,15.855,15.250,15.397,
1252-0388109,299.6246472,35.2541111,YM,B,0.0,0.0,0.0,0.0,19.600,B,17.970,Y,17.060,B,14.144,13.294,13.012,
1252-0388126,299.6280361,35.2515028,YM,B,14.0,3.0,-2.0,4.0,16.760,Y,16.620,Y,15.900,B,14.586,14.060,13.893,
1252-0388134,299.6313028,35.2500306,YM,B,0.0,0.0,0.0,0.0,19.290,B,17.970,Y,16.690,B,13.275,12.308,11.939,
1252-0388121,299.6272972,35.2723833,YM,B,0.0,0.0,0.0,0.0,17.570,Y,16.800,Y,16.480,B,15.023,14.484,14.400,
1252-0388123,299.6277833,35.2743417,YM,B,4.0,3.0,-6.0,1.0,17.930,Y,16.720,Y,16.420,B,13.769,13.239,12.984,
1252-0388137,299.6314350,35.2850822,YM,C,-6.8,5.4,-18.6,5.7,15.980,Y,15.420,Y,15.350,B,13.783,13.374,13.257,
1252-0388142,299.6323306,35.2820694,YM,B,0.0,0.0,0.0,0.0,18.780,B,17.700,Y,16.790,B,14.516,13.932,13.630,
1252-0388146,299.6328389,35.2769667,YM,B,0.0,0.0,0.0,0.0,17.130,Y,16.840,Y,16.660,B,14.976,14.326,14.169,
1252-0388167,299.6364417,35.2785917,YM,B,0.0,1.0,-6.0,0.0,19.220,B,17.780,Y,17.490,B,16.082,15.634,15.205,
1252-0388172,299.6376722,35.2609611,YM,B,4.0,1.0,2.0,3.0,19.200,B,17.770,Y,17.080,B,15.022,14.512,14.262,
1252-0388186,299.6394667,35.2845083,YM,B,4.0,0.0,-2.0,3.0,19.330,B,17.720,Y,17.090,B,15.352,14.967,14.849,
1252-0388223,299.6466472,35.2563056,YM,B,6.0,5.0,6.0,1.0,17.670,Y,17.040,Y,16.330,B,14.734,14.025,13.893,
1252-0388249,299.6502278,35.2784028,YM,B,0.0,0.0,0.0,0.0,18.260,Y,17.350,Y,15.990,B,15.058,13.493,13.320,
1252-0388290,299.6570639,35.2757508,YM,C,-1.8,5.5,-7.1,5.4,14.230,Y,13.980,Y,14.350,B,12.462,12.282,12.145,
1252-0388316,299.6608306,35.2711944,YM,B,0.0,0.0,0.0,0.0,14.380,Y,14.080,Y,13.470,B,12.349,12.010,11.912,
1252-0387901,299.5850194,35.2821556,YM,Y,-15.2,9.0,24.5,9.0,,,13.100,Y,,,11.916,11.648,11.592,
1252-0387909,299.5866500,35.2799833,YM,Y,17.0,9.0,-53.4,9.0,,,12.810,Y,,,11.861,11.599,11.489,
1252-0387914,299.5874278,35.2729833,YM,Y,70.2,9.0,2.9,9.0,,,16.660,Y,,,16.797,15.957,16.082,
1252-0387919,299.5886389,35.2600500,YM,B,8.0,3.0,10.0,3.0,16.000,Y,15.620,Y,16.310,B,14.960,14.487,14.316,
1252-0387922,299.5894667,35.2659556,YM,B,0.0,0.0,0.0,0.0,15.860,Y,15.020,Y,15.190,B,14.420,14.541,13.712,
1252-0387937,299.5915722,35.2764611,YM,B,0.0,0.0,0.0,0.0,17.250,Y,17.700,Y,16.770,B,15.259,14.689,14.582,
1252-0387963,299.5964889,35.2761472,YM,B,0.0,0.0,0.0,0.0,18.260,Y,17.040,Y,15.990,B,13.217,12.381,12.115,
1252-0387969,299.5977531,35.2928411,YM,C,-6.0,5.4,-5.6,5.4,14.830,Y,14.750,Y,14.630,B,13.126,12.820,12.687,
1252-0387978,299.5992000,35.2907194,YM,B,0.0,0.0,0.0,0.0,17.530,B,17.160,Y,16.210,B,14.618,14.063,13.935,
1252-0387979,299.5993139,35.2784806,YM,B,0.0,0.0,0.0,0.0,19.410,B,17.770,Y,17.200,B,15.448,14.801,14.682,
1252-0387990,299.6019222,35.2589878,YM,C,-2.9,5.4,-1.2,5.4,14.340,Y,13.870,Y,14.090,B,12.431,12.093,12.022,
1252-0387993,299.6026139,35.2894389,YM,B,0.0,0.0,0.0,0.0,18.320,B,17.340,Y,16.490,B,15.295,14.656,14.563,
1252-0388000,299.6042694,35.2717389,YM,B,0.0,0.0,0.0,0.0,18.550,B,17.970,Y,16.610,B,15.413,14.858,14.692,
1252-0388029,299.6094250,35.2801444,YM,B,0.0,0.0,0.0,0.0,16.420,Y,16.140,Y,16.150,B,14.502,14.115,14.070,
1252-0388035,299.6098556,35.2682972,YM,B,0.0,0.0,0.0,0.0,18.960,B,17.970,Y,16.830,B,14.885,14.339,14.098,
1252-0388050,299.6137944,35.2773472,YM,B,18.0,12.0,4.0,0.0,19.470,B,17.750,Y,16.830,B,13.753,12.855,12.507,
1252-0388021,299.6076286,35.2999556,YM,C,7.8,5.5,-6.2,5.4,15.920,Y,15.380,Y,14.990,B,13.804,13.448,13.310,
1252-0388069,299.6164492,35.2916850,YM,C,-1.9,5.4,2.7,5.4,17.960,B,16.460,Y,15.140,B,11.024,9.818,9.423,
1252-0388102,299.6225806,35.2941056,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.710,Y,16.970,B,14.587,13.996,13.757,
1252-0388108,299.6244556,35.2916556,YM,B,0.0,0.0,0.0,0.0,17.630,Y,17.250,Y,16.550,B,15.073,14.566,14.388,
1252-0388169,299.6369000,35.2978889,YM,B,0.0,0.0,0.0,0.0,17.100,Y,16.290,Y,16.150,B,14.111,13.720,13.500,
1253-0393604,299.6183200,35.3138189,YM,C,-3.1,5.8,-2.0,5.4,16.470,Y,16.130,Y,15.610,B,14.023,13.521,13.460,
1253-0393628,299.6219778,35.3144639,YM,B,0.0,0.0,0.0,0.0,18.740,B,17.510,Y,16.880,B,14.958,14.413,14.146,
1253-0393664,299.6275111,35.3100278,YM,Y,-9.9,9.0,-14.2,9.0,,,17.690,Y,,,13.461,12.414,12.096,
1253-0393668,299.6276972,35.3065556,YM,B,8.0,1.0,4.0,6.0,19.580,B,17.800,Y,17.160,B,14.506,13.627,13.316,
1253-0393670,299.6278892,35.3087586,YM,C,6.5,6.0,3.7,5.4,15.870,Y,15.400,Y,14.870,B,13.689,13.279,13.098,
1253-0393711,299.6336722,35.3034222,YM,B,0.0,0.0,0.0,0.0,19.220,B,17.620,Y,16.300,B,13.073,11.987,11.608,
1252-0388239,299.6489333,35.2913500,YM,B,0.0,0.0,0.0,0.0,17.120,Y,16.690,Y,16.470,B,14.416,14.082,13.829,
1252-0388248,299.6502222,35.2958556,YM,B,-2.0,2.0,10.0,1.0,19.930,B,17.710,Y,17.750,e,16.280,15.571,16.472,
1252-0388258,299.6519194,35.2857722,YM,B,10.0,6.0,-36.0,8.0,19.600,B,17.890,Y,17.350,B,15.570,14.776,14.641,
1252-0388271,299.6537667,35.2829444,YM,B,0.0,0.0,0.0,0.0,16.950,Y,16.570,Y,15.550,B,14.550,13.387,13.208,
1252-0388272,299.6542139,35.2911194,YM,B,0.0,0.0,0.0,0.0,19.320,B,17.970,Y,17.490,B,15.082,14.457,14.135,
1252-0388283,299.6563667,35.2813778,YM,B,0.0,0.0,0.0,0.0,18.680,B,17.970,Y,15.910,B,14.461,13.545,12.942,
1252-0388296,299.6575111,35.2893389,YM,Y,65.7,9.0,-78.2,9.0,,,17.390,Y,,,16.094,15.324,15.281,
1252-0388297,299.6580167,35.2969861,YM,B,0.0,0.0,0.0,0.0,18.530,o,16.840,Y,15.980,B,13.470,12.675,12.420,
1252-0388298,299.6585528,35.2839111,YM,B,0.0,0.0,0.0,0.0,19.290,B,17.560,Y,16.740,B,13.817,12.916,12.641,
1252-0388299,299.6587333,35.2968778,YM,B,0.0,0.0,0.0,0.0,18.020,Y,17.440,Y,15.750,B,15.342,13.365,13.135,
